accident_severity,number_of_casualties,crash_type,driver_alcohol,driver_age,driver_experience,weather_conditions,road_light_condition,traffic_density,road_conditions,time_of_day,road_defect,road_type,intersection_related,speed_limit,vehicle_type,vehicle_age,maintenance_required,failure_history,brake_condition,source
low,,,1.0,69.0,63.0,rainy,daylight,2.0,wet,evening,,highway,,30.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,20.0,19.0,rainy,unknown,0.0,dry,night,,highway,,120.0,motorcycle,,,,,dataset3_accident_prediction
moderate,,,0.0,64.0,58.0,rainy,artificial light,1.0,under construction,night,,highway,,120.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,52.0,45.0,clear,daylight,2.0,dry,evening,,highway,,80.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,37.0,33.0,clear,daylight,1.0,dry,evening,,rural road,,60.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,56.0,53.0,clear,daylight,1.0,dry,afternoon,,rural road,,80.0,motorcycle,,,,,dataset3_accident_prediction
moderate,,,0.0,62.0,53.0,foggy,artificial light,0.0,dry,evening,,highway,,60.0,unknown,,,,,dataset3_accident_prediction
low,,,0.0,43.0,22.0,clear,daylight,0.0,dry,afternoon,,highway,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,29.0,22.0,clear,no light,1.0,dry,afternoon,,rural road,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,37.0,30.0,rainy,artificial light,2.0,dry,afternoon,,city road,,60.0,car,,,,,dataset3_accident_prediction
high,,,0.0,42.0,34.0,rainy,unknown,0.0,dry,afternoon,,highway,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,69.0,61.0,clear,daylight,1.0,wet,morning,,unknown,,100.0,truck,,,,,dataset3_accident_prediction
moderate,,,0.0,49.0,47.0,clear,daylight,1.0,dry,afternoon,,city road,,50.0,car,,,,,dataset3_accident_prediction
high,,,1.0,36.0,27.0,clear,daylight,0.0,wet,morning,,highway,,60.0,truck,,,,,dataset3_accident_prediction
unknown,,,0.0,24.0,39.0,rainy,daylight,2.0,dry,evening,,city road,,120.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,57.0,54.0,unknown,daylight,2.0,wet,morning,,highway,,80.0,car,,,,,dataset3_accident_prediction
unknown,,,1.0,60.0,54.0,snowy,artificial light,0.0,dry,night,,highway,,50.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,36.0,31.0,clear,daylight,0.0,dry,night,,highway,,60.0,truck,,,,,dataset3_accident_prediction
low,,,1.0,52.0,50.0,clear,daylight,0.0,wet,evening,,highway,,60.0,unknown,,,,,dataset3_accident_prediction
high,,,0.0,47.0,38.0,clear,artificial light,2.0,dry,morning,,city road,,30.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,24.0,15.0,snowy,artificial light,0.0,wet,morning,,highway,,30.0,motorcycle,,,,,dataset3_accident_prediction
low,,,0.0,53.0,50.0,clear,daylight,2.0,wet,afternoon,,rural road,,30.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,50.0,43.0,clear,artificial light,2.0,icy,afternoon,,city road,,100.0,car,,,,,dataset3_accident_prediction
high,,,1.0,41.0,35.0,clear,daylight,1.0,icy,afternoon,,city road,,60.0,bus,,,,,dataset3_accident_prediction
moderate,,,0.0,56.0,51.0,clear,artificial light,2.0,dry,morning,,highway,,60.0,motorcycle,,,,,dataset3_accident_prediction
low,,,0.0,50.0,41.0,clear,artificial light,1.0,dry,afternoon,,unknown,,60.0,car,,,,,dataset3_accident_prediction
high,,,0.0,52.0,46.0,rainy,daylight,2.0,dry,evening,,highway,,80.0,motorcycle,,,,,dataset3_accident_prediction
low,,,0.0,34.0,26.0,clear,artificial light,2.0,icy,unknown,,city road,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,20.0,17.0,unknown,artificial light,0.0,wet,morning,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,37.0,31.0,clear,artificial light,2.0,dry,morning,,unknown,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,28.0,23.0,clear,artificial light,1.0,dry,evening,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,35.0,27.0,rainy,daylight,1.0,dry,afternoon,,highway,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,48.0,40.0,unknown,daylight,2.0,dry,evening,,highway,,60.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,46.0,41.0,rainy,unknown,2.0,under construction,evening,,highway,,60.0,car,,,,,dataset3_accident_prediction
high,,,1.0,69.0,62.0,stormy,artificial light,0.0,dry,evening,,city road,,190.0,car,,,,,dataset3_accident_prediction
low,,,0.0,51.0,43.0,foggy,daylight,1.0,wet,morning,,city road,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,68.0,39.0,rainy,artificial light,0.0,dry,morning,,highway,,60.0,unknown,,,,,dataset3_accident_prediction
low,,,0.0,45.0,41.0,snowy,artificial light,0.0,wet,afternoon,,unknown,,80.0,car,,,,,dataset3_accident_prediction
high,,,0.0,19.0,15.0,clear,artificial light,0.0,icy,afternoon,,highway,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,44.0,37.0,rainy,daylight,2.0,under construction,night,,city road,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,65.0,63.0,unknown,no light,0.0,dry,morning,,city road,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,38.0,32.0,rainy,daylight,1.0,icy,evening,,highway,,196.0,car,,,,,dataset3_accident_prediction
moderate,,,1.0,34.0,31.0,clear,artificial light,2.0,dry,unknown,,city road,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,31.0,22.0,clear,artificial light,0.0,icy,night,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,33.0,33.0,rainy,daylight,1.0,wet,evening,,city road,,80.0,car,,,,,dataset3_accident_prediction
high,,,0.0,18.0,11.0,rainy,artificial light,1.0,dry,afternoon,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,50.0,50.0,clear,daylight,0.0,icy,morning,,highway,,100.0,unknown,,,,,dataset3_accident_prediction
low,,,0.0,21.0,14.0,stormy,unknown,1.0,icy,evening,,rural road,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,35.0,34.0,clear,artificial light,1.0,dry,afternoon,,rural road,,50.0,motorcycle,,,,,dataset3_accident_prediction
low,,,1.0,18.0,15.0,clear,artificial light,2.0,wet,evening,,rural road,,80.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,45.0,36.0,clear,no light,1.0,icy,morning,,highway,,80.0,car,,,,,dataset3_accident_prediction
low,,,1.0,69.0,62.0,rainy,daylight,1.0,dry,morning,,city road,,30.0,car,,,,,dataset3_accident_prediction
low,,,0.0,69.0,63.0,foggy,daylight,0.0,dry,afternoon,,highway,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,43.0,39.0,foggy,artificial light,1.0,wet,night,,city road,,80.0,motorcycle,,,,,dataset3_accident_prediction
low,,,0.0,24.0,17.0,unknown,daylight,1.0,icy,night,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,56.0,54.0,snowy,no light,1.0,unknown,afternoon,,city road,,50.0,car,,,,,dataset3_accident_prediction
low,,,1.0,33.0,27.0,foggy,artificial light,0.0,icy,night,,city road,,188.0,car,,,,,dataset3_accident_prediction
high,,,0.0,46.0,41.0,clear,daylight,2.0,icy,night,,highway,,80.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,52.0,43.0,clear,daylight,2.0,icy,evening,,highway,,100.0,truck,,,,,dataset3_accident_prediction
moderate,,,0.0,32.0,39.0,foggy,artificial light,0.0,icy,afternoon,,highway,,80.0,motorcycle,,,,,dataset3_accident_prediction
moderate,,,0.0,62.0,57.0,clear,artificial light,1.0,dry,morning,,highway,,100.0,motorcycle,,,,,dataset3_accident_prediction
low,,,0.0,36.0,33.0,rainy,artificial light,1.0,dry,morning,,city road,,50.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,29.0,24.0,rainy,daylight,0.0,dry,afternoon,,highway,,60.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,36.0,32.0,rainy,artificial light,1.0,icy,evening,,city road,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,67.0,39.0,rainy,no light,1.0,under construction,evening,,rural road,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,68.0,66.0,rainy,daylight,2.0,under construction,afternoon,,city road,,30.0,motorcycle,,,,,dataset3_accident_prediction
low,,,0.0,62.0,59.0,foggy,daylight,2.0,dry,afternoon,,city road,,30.0,car,,,,,dataset3_accident_prediction
high,,,0.0,43.0,38.0,rainy,artificial light,2.0,wet,afternoon,,highway,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,54.0,48.0,clear,artificial light,2.0,icy,night,,rural road,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,63.0,60.0,clear,artificial light,1.0,wet,morning,,highway,,60.0,truck,,,,,dataset3_accident_prediction
moderate,,,0.0,46.0,38.0,stormy,no light,1.0,dry,evening,,highway,,195.0,car,,,,,dataset3_accident_prediction
low,,,1.0,48.0,46.0,rainy,artificial light,2.0,dry,unknown,,city road,,100.0,motorcycle,,,,,dataset3_accident_prediction
low,,,1.0,31.0,24.0,clear,artificial light,1.0,under construction,morning,,rural road,,194.0,truck,,,,,dataset3_accident_prediction
high,,,0.0,42.0,41.0,rainy,artificial light,1.0,unknown,afternoon,,mountain road,,60.0,car,,,,,dataset3_accident_prediction
unknown,,,0.0,33.0,33.0,rainy,daylight,2.0,dry,afternoon,,rural road,,80.0,truck,,,,,dataset3_accident_prediction
moderate,,,0.0,59.0,51.0,foggy,artificial light,1.0,icy,evening,,city road,,60.0,car,,,,,dataset3_accident_prediction
low,,,1.0,37.0,31.0,clear,artificial light,1.0,dry,afternoon,,city road,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,43.0,43.0,foggy,daylight,2.0,dry,evening,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,27.0,26.0,clear,daylight,2.0,under construction,afternoon,,highway,,100.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,18.0,10.0,clear,daylight,0.0,wet,morning,,unknown,,60.0,car,,,,,dataset3_accident_prediction
unknown,,,0.0,32.0,31.0,snowy,daylight,0.0,unknown,night,,mountain road,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,29.0,28.0,clear,artificial light,1.0,icy,afternoon,,highway,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,41.0,41.0,rainy,artificial light,0.0,unknown,morning,,rural road,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,43.0,53.0,clear,unknown,2.0,under construction,evening,,highway,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,46.0,43.0,rainy,artificial light,2.0,under construction,morning,,city road,,80.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,24.0,18.0,clear,daylight,0.0,dry,afternoon,,highway,,50.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,44.0,39.0,snowy,artificial light,2.0,wet,afternoon,,rural road,,50.0,car,,,,,dataset3_accident_prediction
moderate,,,1.0,66.0,59.0,clear,artificial light,0.0,dry,afternoon,,mountain road,,50.0,motorcycle,,,,,dataset3_accident_prediction
moderate,,,0.0,46.0,41.0,foggy,daylight,1.0,wet,morning,,city road,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,63.0,61.0,rainy,daylight,0.0,dry,unknown,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,1.0,59.0,50.0,rainy,daylight,1.0,wet,evening,,city road,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,61.0,60.0,snowy,artificial light,1.0,dry,afternoon,,highway,,60.0,truck,,,,,dataset3_accident_prediction
moderate,,,0.0,50.0,45.0,clear,artificial light,2.0,wet,evening,,highway,,60.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,42.0,36.0,clear,artificial light,2.0,wet,afternoon,,rural road,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,24.0,24.0,clear,daylight,1.0,dry,afternoon,,highway,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,23.0,14.0,stormy,daylight,1.0,dry,morning,,highway,,50.0,unknown,,,,,dataset3_accident_prediction
low,,,0.0,21.0,21.0,clear,artificial light,1.0,icy,morning,,highway,,100.0,unknown,,,,,dataset3_accident_prediction
high,,,0.0,58.0,49.0,rainy,artificial light,0.0,icy,morning,,city road,,50.0,motorcycle,,,,,dataset3_accident_prediction
moderate,,,1.0,38.0,30.0,rainy,artificial light,0.0,wet,evening,,rural road,,120.0,car,,,,,dataset3_accident_prediction
moderate,,,1.0,43.0,41.0,foggy,unknown,1.0,dry,afternoon,,highway,,50.0,car,,,,,dataset3_accident_prediction
high,,,0.0,19.0,15.0,clear,artificial light,0.0,icy,afternoon,,highway,,60.0,car,,,,,dataset3_accident_prediction
high,,,0.0,26.0,17.0,foggy,artificial light,2.0,wet,afternoon,,city road,,50.0,car,,,,,dataset3_accident_prediction
high,,,0.0,25.0,23.0,snowy,artificial light,1.0,dry,morning,,rural road,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,38.0,37.0,clear,artificial light,1.0,dry,evening,,city road,,120.0,car,,,,,dataset3_accident_prediction
high,,,0.0,20.0,39.0,snowy,artificial light,1.0,dry,night,,highway,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,48.0,43.0,clear,daylight,2.0,dry,morning,,highway,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,30.0,28.0,rainy,artificial light,2.0,dry,morning,,mountain road,,30.0,car,,,,,dataset3_accident_prediction
low,,,0.0,46.0,37.0,clear,no light,1.0,dry,unknown,,highway,,50.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,18.0,17.0,unknown,daylight,2.0,under construction,evening,,mountain road,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,24.0,23.0,rainy,daylight,0.0,dry,afternoon,,highway,,80.0,motorcycle,,,,,dataset3_accident_prediction
low,,,0.0,52.0,52.0,clear,daylight,2.0,unknown,evening,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,21.0,21.0,clear,artificial light,1.0,dry,morning,,rural road,,30.0,car,,,,,dataset3_accident_prediction
moderate,,,1.0,33.0,26.0,clear,artificial light,0.0,wet,evening,,highway,,100.0,car,,,,,dataset3_accident_prediction
low,,,1.0,19.0,11.0,clear,artificial light,2.0,icy,unknown,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,1.0,44.0,40.0,rainy,artificial light,1.0,wet,unknown,,highway,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,41.0,41.0,clear,no light,0.0,dry,afternoon,,highway,,60.0,motorcycle,,,,,dataset3_accident_prediction
high,,,0.0,27.0,27.0,clear,artificial light,0.0,dry,morning,,unknown,,30.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,26.0,17.0,clear,artificial light,1.0,dry,afternoon,,highway,,50.0,car,,,,,dataset3_accident_prediction
moderate,,,1.0,66.0,39.0,snowy,daylight,1.0,dry,unknown,,highway,,30.0,car,,,,,dataset3_accident_prediction
low,,,1.0,41.0,41.0,clear,artificial light,0.0,wet,afternoon,,highway,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,34.0,28.0,unknown,artificial light,1.0,dry,evening,,highway,,100.0,truck,,,,,dataset3_accident_prediction
moderate,,,1.0,43.0,38.0,clear,daylight,2.0,dry,unknown,,mountain road,,30.0,car,,,,,dataset3_accident_prediction
low,,,0.0,48.0,39.0,stormy,daylight,2.0,icy,night,,rural road,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,23.0,22.0,clear,daylight,0.0,dry,evening,,highway,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,24.0,23.0,unknown,daylight,2.0,dry,afternoon,,highway,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,34.0,34.0,rainy,artificial light,2.0,icy,evening,,highway,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,49.0,44.0,clear,daylight,2.0,dry,evening,,city road,,50.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,36.0,35.0,clear,artificial light,1.0,dry,night,,highway,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,65.0,60.0,rainy,artificial light,2.0,dry,evening,,unknown,,80.0,car,,,,,dataset3_accident_prediction
low,,,1.0,30.0,25.0,unknown,artificial light,1.0,dry,evening,,mountain road,,60.0,car,,,,,dataset3_accident_prediction
low,,,1.0,33.0,29.0,snowy,daylight,0.0,dry,afternoon,,highway,,30.0,unknown,,,,,dataset3_accident_prediction
moderate,,,0.0,40.0,36.0,rainy,daylight,1.0,dry,afternoon,,highway,,50.0,truck,,,,,dataset3_accident_prediction
high,,,0.0,46.0,37.0,stormy,daylight,1.0,wet,unknown,,rural road,,60.0,car,,,,,dataset3_accident_prediction
low,,,1.0,25.0,23.0,unknown,daylight,0.0,icy,evening,,rural road,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,20.0,20.0,unknown,daylight,1.0,icy,afternoon,,highway,,60.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,28.0,20.0,foggy,daylight,1.0,wet,evening,,highway,,100.0,motorcycle,,,,,dataset3_accident_prediction
moderate,,,0.0,64.0,57.0,rainy,artificial light,2.0,wet,afternoon,,rural road,,80.0,truck,,,,,dataset3_accident_prediction
high,,,0.0,22.0,14.0,stormy,artificial light,0.0,dry,afternoon,,city road,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,38.0,37.0,snowy,artificial light,0.0,dry,afternoon,,highway,,50.0,unknown,,,,,dataset3_accident_prediction
low,,,0.0,18.0,9.0,rainy,artificial light,1.0,wet,morning,,city road,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,27.0,19.0,stormy,daylight,1.0,icy,night,,highway,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,1.0,58.0,54.0,foggy,unknown,2.0,under construction,afternoon,,rural road,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,60.0,59.0,clear,artificial light,1.0,dry,morning,,rural road,,100.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,65.0,63.0,rainy,artificial light,1.0,dry,evening,,highway,,50.0,motorcycle,,,,,dataset3_accident_prediction
moderate,,,0.0,56.0,55.0,clear,daylight,0.0,icy,afternoon,,highway,,60.0,car,,,,,dataset3_accident_prediction
high,,,1.0,53.0,53.0,foggy,daylight,0.0,dry,evening,,highway,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,21.0,19.0,rainy,artificial light,0.0,icy,night,,highway,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,60.0,52.0,clear,artificial light,2.0,dry,afternoon,,city road,,60.0,motorcycle,,,,,dataset3_accident_prediction
moderate,,,0.0,42.0,41.0,clear,artificial light,2.0,dry,afternoon,,highway,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,52.0,48.0,foggy,artificial light,1.0,dry,afternoon,,city road,,120.0,unknown,,,,,dataset3_accident_prediction
low,,,0.0,60.0,39.0,stormy,artificial light,0.0,wet,evening,,rural road,,80.0,car,,,,,dataset3_accident_prediction
low,,,1.0,36.0,34.0,snowy,daylight,1.0,icy,morning,,city road,,100.0,car,,,,,dataset3_accident_prediction
moderate,,,1.0,23.0,22.0,snowy,daylight,2.0,dry,evening,,mountain road,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,61.0,52.0,clear,no light,2.0,dry,unknown,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,50.0,45.0,clear,artificial light,0.0,unknown,afternoon,,highway,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,39.0,33.0,clear,daylight,2.0,dry,afternoon,,highway,,60.0,car,,,,,dataset3_accident_prediction
high,,,1.0,36.0,31.0,clear,artificial light,1.0,wet,afternoon,,city road,,30.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,68.0,59.0,stormy,artificial light,1.0,dry,afternoon,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,59.0,53.0,clear,daylight,1.0,wet,morning,,city road,,60.0,truck,,,,,dataset3_accident_prediction
moderate,,,0.0,58.0,55.0,snowy,artificial light,1.0,icy,afternoon,,highway,,30.0,car,,,,,dataset3_accident_prediction
moderate,,,1.0,29.0,29.0,snowy,artificial light,2.0,icy,morning,,highway,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,20.0,15.0,clear,artificial light,1.0,dry,night,,highway,,60.0,bus,,,,,dataset3_accident_prediction
moderate,,,1.0,27.0,24.0,clear,artificial light,1.0,dry,afternoon,,highway,,50.0,car,,,,,dataset3_accident_prediction
low,,,1.0,31.0,29.0,snowy,artificial light,2.0,dry,morning,,highway,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,43.0,39.0,rainy,daylight,1.0,icy,evening,,city road,,100.0,bus,,,,,dataset3_accident_prediction
low,,,0.0,43.0,28.0,rainy,daylight,2.0,unknown,unknown,,highway,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,33.0,29.0,clear,daylight,0.0,dry,morning,,mountain road,,60.0,car,,,,,dataset3_accident_prediction
high,,,0.0,27.0,18.0,clear,no light,2.0,dry,evening,,highway,,50.0,motorcycle,,,,,dataset3_accident_prediction
low,,,0.0,25.0,20.0,clear,unknown,0.0,wet,afternoon,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,68.0,62.0,clear,artificial light,1.0,dry,evening,,city road,,50.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,54.0,50.0,rainy,artificial light,1.0,wet,afternoon,,city road,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,49.0,49.0,rainy,daylight,0.0,icy,night,,city road,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,38.0,34.0,snowy,artificial light,2.0,wet,evening,,city road,,60.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,32.0,27.0,clear,artificial light,1.0,wet,evening,,highway,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,1.0,38.0,36.0,clear,artificial light,1.0,wet,afternoon,,mountain road,,30.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,43.0,40.0,clear,artificial light,0.0,under construction,afternoon,,city road,,60.0,motorcycle,,,,,dataset3_accident_prediction
low,,,1.0,57.0,53.0,clear,daylight,0.0,wet,evening,,city road,,50.0,truck,,,,,dataset3_accident_prediction
moderate,,,0.0,53.0,49.0,clear,daylight,2.0,wet,unknown,,city road,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,43.0,36.0,clear,no light,1.0,under construction,morning,,highway,,60.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,18.0,18.0,clear,artificial light,1.0,dry,unknown,,mountain road,,80.0,motorcycle,,,,,dataset3_accident_prediction
low,,,0.0,68.0,60.0,stormy,artificial light,1.0,icy,evening,,city road,,189.0,car,,,,,dataset3_accident_prediction
low,,,0.0,22.0,15.0,snowy,artificial light,2.0,unknown,afternoon,,city road,,60.0,car,,,,,dataset3_accident_prediction
high,,,0.0,30.0,25.0,foggy,artificial light,1.0,icy,afternoon,,highway,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,52.0,45.0,snowy,daylight,1.0,dry,evening,,highway,,30.0,car,,,,,dataset3_accident_prediction
low,,,0.0,47.0,45.0,clear,daylight,2.0,wet,afternoon,,highway,,30.0,truck,,,,,dataset3_accident_prediction
low,,,1.0,29.0,25.0,clear,artificial light,1.0,dry,evening,,highway,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,43.0,35.0,rainy,artificial light,2.0,dry,morning,,highway,,80.0,car,,,,,dataset3_accident_prediction
unknown,,,0.0,51.0,51.0,unknown,artificial light,0.0,dry,afternoon,,highway,,50.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,19.0,19.0,foggy,daylight,1.0,wet,afternoon,,highway,,50.0,motorcycle,,,,,dataset3_accident_prediction
low,,,0.0,68.0,61.0,clear,no light,0.0,unknown,morning,,rural road,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,69.0,39.0,rainy,unknown,0.0,dry,night,,highway,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,18.0,18.0,rainy,no light,1.0,dry,morning,,rural road,,50.0,car,,,,,dataset3_accident_prediction
high,,,0.0,23.0,17.0,clear,artificial light,1.0,icy,afternoon,,highway,,50.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,48.0,45.0,snowy,no light,1.0,dry,afternoon,,city road,,60.0,motorcycle,,,,,dataset3_accident_prediction
unknown,,,0.0,32.0,24.0,clear,artificial light,2.0,unknown,afternoon,,city road,,60.0,unknown,,,,,dataset3_accident_prediction
low,,,0.0,44.0,39.0,rainy,daylight,1.0,dry,morning,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,20.0,15.0,rainy,artificial light,2.0,dry,afternoon,,city road,,50.0,unknown,,,,,dataset3_accident_prediction
low,,,0.0,40.0,36.0,snowy,daylight,2.0,dry,afternoon,,rural road,,100.0,car,,,,,dataset3_accident_prediction
high,,,0.0,46.0,44.0,stormy,artificial light,0.0,under construction,afternoon,,highway,,60.0,motorcycle,,,,,dataset3_accident_prediction
low,,,0.0,19.0,14.0,rainy,daylight,1.0,under construction,morning,,rural road,,60.0,unknown,,,,,dataset3_accident_prediction
low,,,1.0,62.0,61.0,clear,daylight,1.0,icy,evening,,unknown,,30.0,motorcycle,,,,,dataset3_accident_prediction
unknown,,,0.0,28.0,24.0,foggy,artificial light,2.0,dry,afternoon,,rural road,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,24.0,18.0,clear,unknown,0.0,under construction,afternoon,,unknown,,100.0,car,,,,,dataset3_accident_prediction
low,,,1.0,18.0,18.0,rainy,daylight,2.0,icy,morning,,rural road,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,43.0,37.0,foggy,daylight,1.0,icy,afternoon,,highway,,100.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,26.0,18.0,rainy,daylight,1.0,dry,afternoon,,highway,,100.0,bus,,,,,dataset3_accident_prediction
low,,,0.0,66.0,65.0,foggy,daylight,0.0,wet,afternoon,,highway,,50.0,car,,,,,dataset3_accident_prediction
high,,,0.0,34.0,27.0,rainy,artificial light,0.0,icy,afternoon,,city road,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,39.0,35.0,clear,artificial light,1.0,dry,morning,,rural road,,80.0,bus,,,,,dataset3_accident_prediction
low,,,0.0,43.0,41.0,clear,daylight,1.0,icy,evening,,city road,,80.0,car,,,,,dataset3_accident_prediction
unknown,,,0.0,27.0,26.0,rainy,daylight,0.0,dry,morning,,highway,,30.0,car,,,,,dataset3_accident_prediction
low,,,0.0,42.0,36.0,foggy,unknown,1.0,icy,morning,,highway,,80.0,motorcycle,,,,,dataset3_accident_prediction
low,,,0.0,49.0,40.0,clear,daylight,1.0,dry,afternoon,,rural road,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,56.0,52.0,clear,artificial light,2.0,unknown,unknown,,city road,,50.0,unknown,,,,,dataset3_accident_prediction
moderate,,,0.0,30.0,28.0,unknown,artificial light,2.0,wet,morning,,highway,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,54.0,53.0,snowy,artificial light,1.0,wet,evening,,highway,,100.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,67.0,63.0,clear,daylight,0.0,icy,night,,highway,,120.0,car,,,,,dataset3_accident_prediction
unknown,,,0.0,41.0,35.0,clear,artificial light,1.0,wet,evening,,rural road,,30.0,car,,,,,dataset3_accident_prediction
